Foul,Post,
0,"19. ""@imvikasdubey @ekhivillain Both are... useless scoundrels. After Bangalore, in Anuppur (Madhya Pradesh), 25-30 people from the Muslim community ran together and beat him in the middle of the market for a Facebook post. Thankful that only Hindus have full trust in the law.""",
0,"20. ""Seven female teachers among twenty teachers in Bihar will receive the State Teacher Award. Here is the complete list. #Bihar #Education https://t.co/kk2qLz813m""",
0,"tatha ""jihad"" aur ""sauhard"" ki #bhavana ko paribhashit karta hai।",
0,#Jai_Shri_Ram,
0,"#Rssforindia""",
0,"5. ""Maar to diya tumne sadhuon ko Aurangzeb ban ke kal ko koi Chhatrapati Shivaji Maharaj banke kaat de to ye mat kehna Bharat mein dar lagta hai.",
0,"#CBIForPalghar https://t.co/nmq9sf73MX""",
0,"6. ""Gujarat mein mausam: Ambaji mein 2 ghante mein bhar gaya 3 inch paani, sadak par hi itna tez bahav tha ki chaar ladke bhi nahi rok paaye bahti scooteri https://t.co/Ih3QSzQxFv #Gujarat #Monsoon2020 #heavyrain https://t.co/mgFQCQSVVL""",
0,"7. ""Asli muddon se dhyan hatane ke liye master stroke hai par hum nahi bhatkne waale Gobi ji ki baaton se",
0,1. Hamari sarkar bante hi Pakistan ko 5 hazaar karod ka qarz denge bina byaaj 50 saal ke liye।,
0,2. Kashmir Pakistan ko de dena chahiye।,
0,"3. Mere poorvaj Muslim the, main musalman hoon।",
0,"4. Vote bank ke liye main nakli Hindu bana।""",
0,"8. ""LJP ki ahem baithak aaj, liya ja sakta hai ye mahatvpurna faisla | #BiharElection https://t.co/3iVY69a47p""",
0,"9. ""Bharatiya Janata Party ke Rajya Sabha sansad Subramanyam Swamy apni hi party ki IT cell par bars pade hain",
,,
0,"10. ""Duniya mein Covid-19 ki 176 vaccine race mein, jaane kya hai Bharat samet doosre deshon ki sthiti #Coronavirus #CoronavirusVaccine https://t.co/IQISTzEbbl""",
0,"11. ""@threadreaderapp @anuragkashyap72 @anikspeaks Saale gyaani baba ko jail jaana chahiye aur iske support ko bhi saala ganje baj drug lene bal kamina""",
0,"12. ""Ye pariksha kendron aur sarkar pariksha aayojit karna chahti hai #SpeakUpForStudentSafety""",
0,"13. ""Kya koi maulvi fatwa nikalega???? Ab lagta hai Islam khatre mein nahi aayega kyun ki Taimur ke abba ki beti ka naam hai na ismein""",
0,"14. ""Central Board of Secondary Education (CBSE) ne 10th aur 12th ke result ki taarikhon ki ghoshna kar di hai. Class 12 ka result 11 July aur class 10 ka result 13 July ko aane waala hai।""",
0,"15. ""Covid-19 Vaccine: AstraZeneca ne Japan mein shuru kiya pehle aur doosre charan ka maanav pareekshan",
0,"#COVID19 #Corona #Japan https://t.co/h77eG0Ke1f""",
0,"16. ""#DelhiMetroService: 5 mahine baad Delhi Metro ki Yellow Line ne bhari raftaar #DelhiMetro https://t.co/lWeyaWnrMY""",
0,"17. ""Mitron dukhad khabar doctor Vandana Tiwari ji ki maut ho gayi hai. Vah pichle hafti hi UP ke ek gaav mein Corona test ke liye gayi thi? Lekin jihadiyon ne un par hamla karke gambhir roop se ghaayal kar diya tha! Logon ke jeevan bachane mein juti ek yoddha pichle saat din se apna jeevan bachane ke liye lad rahi thi par vo haar gayi!! Bhaavpoorn shradhanjali""",
0,"18. ""@Dr_Uditraj Bacche bechne ki to door ki baat aapne peeche ki khabar nahi suni bhukhmari gareeb ke karan jiska jism ki sauda kar raha tha thekedaar kaam dene ke naam par bhai desh bilkul barbaad ho gayi hai 80 percent nagarik daane daan ke liye mohtaaj angrezon ke zamaane mein jo haalat thi vahi haal ab""",
0,"19. ""Here is the conversion of the provided text into Hinglish:",
1,Kuttiya kuch log Yogi hote hain. Jinhe unke gharwale zabardasti grihasth jeevan mein bandhna chahte hain parantu aise logon ke jeevan ka udeshya kuch aur hota hai. Aur vo ye bandhan tod kar samaj seva aur desh seva mein lag jaate hain. Vaise to tu pappu ki tarah anpadh gawar hai parantu fir bhi tu main ek udaharan ke liye,
0,Jammu aur Kashmir mein chal rahe sainya abhiyaanon ka video hai।,
0,"@sonamakapoor saali halkat, tere kuchh bhi aukat nahi hai ki tu Bollywood mein kaam kare? Tera baap, chacha ki wajah se hi tu hai varna teri to thodi si bhi aukat nahi, laayak hi nahi hai tu saali haraami. nepotism ke vajah se paida hui drugi, sharabi kamini।",
1,"Jio Fiber ke naye plan ab 399 rupaye se shuru, naye grahakon ke liye 30 din ki mufat sewa
https://t.co/k6Sm9Dhohb",
0,"Masjidon mein chhupay mulla khali bartanon ko jhootha karte hue takki zyada se zyada ye mahamaari fail sake.......... Ye mulla pehle se hi KORONA grasit hai ye log jaante hain aur sarkar inhe pakad kar ilaaj karwa rahi hai, aakhir kyun......... Bharat mein KORONA fail nahi ho r",
1,Aaj se metro seva shuru: Jaane 10 zaroori baatein https://t.co/S2xMm6MRAw,
0,Jin lakdo ko kuto bhi na dekhe unse kaise fans jaati hai ye bewakoof log 😡 https://t.co/8dPHj4Ean7,
1,"Aadaraniya Pradhanmantri ji ne aaj Rani Laxmi Bai Central Agricultural University, Jhansi mein shikshanik aur prashasnik bhavan ka lokarpan kiya hai. Uttar Pradesh mein 4 rajya krishi vishwavidyalay poorv se sanchalit hain. In sabhi ka samekit prayas pradhanmantri ji ke sankalp 'Aatmanirbhar Kisan' ko avashya siddh karega. https://t.co/A4K7mxqiCL",
0,Riya Chakraborty ki jamanat yachika rad - Session court se nahi mili jamanat - Sushant Singh Rajput ko marne waali ko ab jail mein rahna hoga..👍,
0,@sambitswaraj bheekha: Tumhare paas kitna dhan hai? Magan: Baat hi mat kar bheekha 15 lakh to Modi ji ke paas pade hain - aur paanch bori aalu Rahul ji ke wahan sona banane ke liye rakhe hue hain.😆 Jab tak Modi ji 15 lakh rupee nahi de dete tab tak pradhan mantri ke pad se hatne nahi dunga.😂😂,
0,Kangana Ranaut aur Sanjay Raut ke beech pichle kafi samay se Twitter war chal rahi hai #KanganaRanaut https://t.co/IlCl8O6UVC,
0,"Meerut Medical College ki badi laparwahi, corona mareej ka shav hi badal diya, DM ne diye jaanch ke aadesh #Meerut #Corona https://t.co/kUtXvNkMAD",
0,RT @_Pb_swain_: Kejriwal ki aankhein 🙄 bhar aayi aur bole mere se zyada gaali khane wala koi to C M hai is desh mein! 😂😂😂,
0,Alvida Pranab Mukherjee (1935-2020) https://t.co/b2Li8tzwp9,
0,"Kushinagar International Airport ko Airport Authority of India dwara takeover kiya gaya hai. Vartaman mein hawai patti ka kaam poora ho gaya hai. Vahan par civil aviation ki building ka kaam chal raha hai: ACS, Grih aur Suchna, Shri @AwasthiAwanishK ji https://t.co/Bx7OD7zLiV",
0,"Desh mein corona ke 90 hazaar se adhik naye maamle, pichle 24 ghante mein 1000 se adhik mauten #IndiaFightsCorona #COVID19 https://t.co/vz6mRCzQkG",
0,"Suresh Raina ne apne tweet mein parivaar ke saath hue haadse ka kiya jikr, Punjab Police se kiye ye maang | #SureshRaina https://t.co/9DDtT6RYIQ",
0,Utpidan ke khilaaf chuppi ka matlab hai iska samarthan karna.,
0,#SushantSinghRajput ki call record se pata chala hai ki vo apne pita ke sampark mein the. https://t.co/yaJg6GQCCW,
0,Badhai ho Bharat ke sabhi nagarikon ko *India nahi Bharat bolo* 15 June se Bharat ka naam har bhasha mein sirf Bharat rahega - Supreme Court,
0,Ye hai Chhattisgarh ke Mainpat jaha par paani apni ultee disha mein bahata hai neeche se upar ki taraf bahata hai ye adbhut hai. https://t.co/HQbkweE1as,
0,"@Kunal829122 @narendramodi @rpbreakingnews Gareebi, berojgaari, bhukhmari achhe-achhe ki shakal kaali kar deti hai. Rozgaar tha, naukri thi, sab chheen liya is gadhdar Pradhan Mantri ne, ghar mein dane-dane ke liye mohtaaj kar diya is harami ne.",
1,"Ane waale wearable device: Is mahine launch ho sakti hai Xiaomi ki kifayati smartwatch aur sasta fitness band, jaane kimat aur features [Link to Jagran Article] #SmartWatch #FitnessBand #Xiaomi",
1,"Rasoolullah ke zamane mein dawai ijad nahi ki gayi thi. Jab momino ko pet dard ki shikayat hoti thi to woh hamare Rasool Saab ka peshab mubarak pee lete the aur unko ta'umr pet dard nahi hota tha.

Fatwa 📗: Kafiron ki dawai haram hai. Pet dard mein hum maulanaon ka peshab mubarak istemaal jaayaz hai.",
0,"1. ""Bharat ke poorv rashtrapati Pranab Mukherjee se judi koi yaad jo aaj aap sajha karna chahen... https://t.co/zujPyi8zsR #PranabMukherjee https://t.co/XtgR8bgxBo""",
0,"2. ""Antanio Maino aur Rahul Vinci gupt rog ka ilaaj karane videsh gaye, 😆",
1,"Sala aisa kaun sa rog hai in donon ko jiska ilaaj desh mein sambhav nahin hai? 🤔""",
1,"3. ""Kendriya Cabinet ne haal hi mein is kendrashasit pradesh ki rajbhashaon mein Dogri, Kashmiri, aur Hindi ko shaamil karne ke prastav ko manzoori de di hai. Rajbhashaon ki list mein shaamil hone se un bhashaon ko jaanne-samajhne walon ko kya hasil hota hai?",
0,"5. ""Delhi Capital ke pramukh coach Ricky Ponting Dubai mein ek saptaah ke self-isolation ko poora karne ke baad Mangalwar shaam pehle net session mein hue shaamil""",
0,"6. ""@KanganaTeam iska matlab Amitabh ki ragoin mein Nehru ka khoon daud raha hai 🤣🤣 Sala parivaar hai ya chedan.""",
0,"7. ""Sach bolna Contempt of Court nahi hai.""",
0,"8. ""Mukhtar Ansari aur Atiq Ahmad se pet nahi bhara Yogi Baba ka to ab notice de diya Azam Khan ke resort ko todne ka Jurmila Baba 😏""",
0,"9. ""Shweta ki is tasveer ko fans ne kaafi pasand kiya hai aur is tasveer par kaafi reactions aa rahe hain #Bollywood #AmitabhBachchan""",
0,"10. ""Ek WhatsApp message mein yeh dawa ki gayi hai ki 'Pradhanmantri Berojgar Bhatta Yojna' ke antargat Bharat sarkar sabhi berojgaron ko pratimah ₹ 3500 de rahi hai""",
0,"11. ""Manuvadi vyavastha Delhi University mein Dalit teacher ko class lene nahi de rahi hai Modi tere baap ke raj nahi hai tumhare baap ki desh nahi hai jo Dalit teacher class nahi legi tumhare gunde aur aatankwadi ke kehne se""",
0,"12. ""Reliance aur Future ka sauda behad kareeb, Shanivar ko mil sakti hai hari jhanda""",
0,"13. ""Chal bhag ...Mumbai hamare baap ki hai #AamchiMumbai""",
0,"14. ""Jaise apna ghar banane ke liye roz thoda thoda paisa jodte hain, apne parivaar ko surakshit banane ke liye Hindu sangathano se judna shuru karen! 🙏""",
0,"15. ""DRDO ka UV Tower corona prabhavit kshetron ko kam samay mein karega sankramanmukt""",
0,"16. ""Delhi Capital ke pramukh coach Ricky Ponting Dubai mein ek saptaah ke self-isolation ko poora karne ke baad Mangalwar shaam pehle net session mein hue shaamil""",
0,"17. ""Maharashtra sarkar ne penguin wale emoji par pratibandh laga diya hai.""",
0,"18. ""Shocking! In moorkho ki itni himmat ki Hindu devi-devtaon ki tasveerein CAA ke khilaaf pradarshan mein jalaen? CAA ka Hinduyon se kya lena dena? Unka agenda kuch aur hai aur @INCIndia & @cpimspeak ke neta ise pal rahe hain.""",
0,"19. ""#Shahjahanpur aslahé ke bal par auto chalakon se vasooli, SP jila adhyaksh ke saath peedit auto chalak pahuche SSP office, jabran paise vasoolne ki SP ko di shikayat, thekedar par lagaya vasooli ka aarop.""",
0,"20. ""Meera Bhai, Abhinav Bindra, Dhanraj Pillay aur Anil Kumble ne yatharth mein vohi log the, jo 'swadeshi' hai aur ise pura karenge. : @_YogendraYadav""",
0,"21. ""Har cheez ka jawab #Ramayan aur #Mahabharat mein milta hai. Kuch seekhne ka yuganukool tareeka dhundho, yaar. Stop living in the past.""",
0,"22. ""Sabhi Rashtriya Shiksha Nitiyon mein ‘Mother Tongue’ ko importance di gayi hai. Bharat Sarkar ke dwara prastut NPE Draft 2019 mein bhi yeh hi bayan kiya gaya hai.""",
0,"23. ""Lockdown mein free ka rashan, free ki railway yatra, khaate mein muft ke paise, 6 mahine tak ki kistain ko aage badhana, muft ilaaj, quarantine mein khana aur MGNREGA se paise lene ke baad ab bhai log isliye dukhi hain ki #GDP giri gayi hai!! 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦""",
0,"""SSC-Railway ki pariksha aur parinamon ko lekar Twitter par chatron ka 'dangal': Social""",
0,"""Raksha Mantri @rajnathsingh ne Pranab Mukherjee ko di shradhanjali Live updates""",
0,"""July, 2020 (Aadhar: 2011-12=100) mein aath kor udyogon ka suchkank""",
0,"""Jaaniye #Unlock4 ke tahat kin gatividhiyon ki anumati nahi""",
0,"""Muslim din mein kam se kam apne Allah ka naam paanch baar lete hain.""",
0,"""Sab kuch wahi hai, bas manch ka setup badal gaya.""",
0,"""Kangana se vivad ke beech Sanjay Raut ka tweet, 'Meri himmat parakhne ki gustakhi na karna'""",
0,"""Safe maane gaye mutual funds bhi de rahe ghata, aam niveshak ho rahe nirash""",
0,"""Ab kaun kahega “Bande aa gaye. Bande ya gaye.” Kya apna dynamo ab kisi aur game mein sniping karte hue “patte se headshot” kahega?""",
0,"""Wikileaks dwara yeh khulasa kiye jaane ki khabar social media par bahut tezi se viral ho rahi hai ki.""",
0,"""@globaltimesnews yeh moorkho ki jamat hai Bharat ko tabah aur barbaad kar diya hai sirf gidar bhokne ka jaanta hai apne nagrik ke upar goli bandook dande talwaar se dara kar chup karwa kar rakh rakti hai bas isse zyada iski haisiyat nahi hai""",
0,"""#Delhi: Rajdhani Delhi aur NCR mein aaj kaisa rahega mausam, yahan jaanein-""",
0,"""Dinank 13 September 1893 ko Swami Vivekanand ka ek bahut hi durlabh video jinhonne International All Religion Summit mein ek adbhut bhashan diya.""",
0,"""RT @WasiuddinSiddi1: Jab log mansooba bhaanp jaaye ki aapka kaam bas bhai ko bhai se ladana hai mulk mein bas nafrat phailana hai to dheere dheere aapke tweet par…""",
0,"""Desh ki rajdhani Delhi mein jaatiya bheda-bhaav ka shikaar hui Dalit teacher Dr. Ritu Singh ke nyay ko nyay milna chahiye.""",
0,"""#COVID19VaccineUpdate: Corona vaccine sabse pehle kise milegi, jaanein- vishwak health visheshagyon ka tristariya plan""",
0,"""Palghar mein santon par hue hamle ke baad Naga rajya mein ikhatta ho gaye hain""",
0,"""Sach bolna Contempt of Court nahi hai.""",
0,"""Mukhtar Ansari aur Atiq Ahmad se pet nahi bhara Yogi Baba ka to ab notice de diya Azam Khan ke resort ko todne ka Jurmila Baba 😏""",
0,"""Shweta ki is tasveer ko fans ne kaafi pasand kiya hai aur is tasveer par kaafi reactions aa rahe hain #Bollywood #AmitabhBachchan""",
0,"""Aaj khul raha hai Happiest Minds ka IPO, niveshakon ke liye kamai ka achha mauka""",
0,"""Ek WhatsApp message mein yeh dawa ki gayi hai ki 'Pradhanmantri Berojgar Bhatta Yojna' ke antargat Bharat sarkar sabhi berojgaron ko pratimah ₹ 3500 de rahi hai""",
0,"""Manuvadi vyavastha Delhi University mein Dalit teacher ko class lene nahi de rahi hai Modi tere baap ke raj nahi hai tumhare baap ki desh nahi hai jo Dalit teacher class nahi legi tumhare gunde aur aatankwadi ke kehne se""",
0,"""Reliance aur Future ka sauda behad kareeb, Shanivar ko mil sakti hai hari jhanda""",
0,"""Chal bhag ...Mumbai hamare baap ki hai #AamchiMumbai""",
0,"""Jaise apna ghar banane ke liye roz thoda thoda paisa jodte hain, apne parivaar ko surakshit banane ke liye Hindu sangathano se judna shuru karen!🙏""",
0,"""DRDO ka UV Tower corona prabhavit kshetron ko kam samay mein karega sankramanmukt""",
0,"""Delhi Capital ke pramukh coach Ricky Ponting Dubai mein ek saptaah ke self-isolation ko poora karne ke baad Mangalwar shaam pehle net session mein hue shaamil""",
0,"""@KanganaTeam iska matlab Amitabh ki ragoin mein Nehru ka khoon daud raha hai 🤣🤣 Sala parivaar hai ya chedan.""",
1,"""Pokhran mein parmanu kshamataon ka pradarshan ho ya ISRO ka mission Mangalyaan ya 104 upagrahon ko ek saath prakshépit karne ka vishwa rekha ya DRDO sahit anya sansthanon ki uplabdhion. Bharatiya vaigyanikon ne apni vishesh uplabdhion se sampurn vishwa mein alag pahchan banayi hai.""",
0,"""#CWC19 Little Master Sunil Gavaskar bole, 'Dhoni ko 'upar' khelne aana chahiye tha'""",
0,"""Maharashtra sarkar ne penguin wale emoji par pratibandh laga diya hai.""",
0,"""Shocking! In moorkho ki itni himmat ki Hindu devi-devtaon ki tasveerein CAA ke khilaaf pradarshan mein jalaen? CAA ka Hinduyon se kya lena dena? Unka agenda kuch aur hai aur @INCIndia & @cpimspeak ke neta ise pal rahe hain.""",
0,"""#Shahjahanpur aslahé ke bal par auto chalakon se vasooli, SP jila adhyaksh ke saath peedit auto chalak pahuche SSP office, jabran paise vasoolne ki SP ko di shikayat, thekedar par lagaya vasooli ka aarop.""",
0,"""Jis tareeke se Indian Army aage badh rahi hai Woh dekhkar lagta hai ki BJP aur das saal rahi to China ka kad Nepal ke barabar ho jayega.....😂😂""",
0,"""Jang' ki aad mein China ki bhukmari ko chhupa rahe Jinping, 1962 mein bhi aise hi the haalaat""",
0,"""Khed ke saath kehna padta hai ki 'Bharat' wala samachar galat nikla. FAKE ALERT: SC Has Not Ordered To Rename India As Bharat From June 15 | Fake Alert: सुप्रीम कोर्ट ने नहीं दिया 15 जून से देश का नाम इंडिया की जगह भारत करने वाला आदेश - Fake News Buster | नवभारत टाइम्स""",
0,"""@ganeshmishra25 @PROCell19 -Kripya aavashyak vaaidhaanik karyavahi karen.""",
0,"""#Gujarat mein pichle 24 ghanton ke dauran #COVID19 ke 19,280 naye mamle aaye hain jabki 1,025 rogiyon ko upchar ke baad chhutti de di gayi. Is dauran 14 logon ki maut ki pushti hui hai.""",
0,"""Lokdown mein free ka rashan, free ki railway yatra, khaate mein muft ke paise, 6 mahine tak ki kistain ko aage badhana, muft ilaaj, quarantine mein khana aur MGNREGA se paise lene ke baad ab bhai log isliye dukhi hain ki #GDP giri gayi hai!!",
0,"""Ram Mandir ka harsh sirf Bharatiyon ke hi man mein nahi balki har Hindustani ke man mein hai, chahe vah desh mein hai ya phir videsh mein. #RamMandir ke nimaran ke samarthan par Hindustani logon dwara nikala gaya dhol-nagade ke sath ek chhota sa juloos Spain mein.",
0,Jai Shri Ram 🚩,
0,Aaj @EPSIIndia aur #JAC dwara aayojit Shiksha Samvaad mein nayi Rashtriya Shiksha Neeti 2020 par apne vichar sajha karein. Pradhanmantri Shri @NarendraModi ji ke netritva mein yah Shiksha Neeti Bharat ko Global Knowledge Super Power banane ki vision lekar aayi hai. Iska pramukh uddeshya rashtra nirmaan hai. https://t.co/rDmBcWN7kH,
0,"""January 2020 mein Putin Tamil Nadu ke Madurai mein Bull-Taming Utsav, Jallikattu mein bhag le sakte hain.",
0,"""10 varshiya bacche ka joota, jo poore Bharat aur Bharatiya shaaskon ke liye sabse bada khatra tha, jiske liye sabse bada loktantrik desh Kashmir mein aise nirdosh bacchon ko marne ke liye hazaron sashastr balon ko bhej raha hai.",
0,"Hanumangarh: Chaku lekar bank lootne aaye badmash ki logon ne kar di dhunai, bhagne ke dauran patthar maar kar kiya ghayal. https://t.co/iyR4FRAGX3 #Hanumangarh #Rajasthan",
0,"""@Official_vivek9: Pakistan ka dhvaj jahan dikhaye us par deshadroh ka kanoon paas karne vale Yogi Baba desh ke pehle Mukhyamantri bane. ❤️",
0,"Yogi Baba""",
0,"""Kendriya Mantri Ravi Shankar Prasad ne Facebook ke CEO Mark Zuckerberg ko chitthi likhkar gambhir aarop lagaye hain. @rsprasad #MarkZuckerberg",
0,"https://t.co/HqqSL88gIj""",
0,GDP: Ankaade darane wale lekin ab bhi arthavyavastha bacha sakti hai Modi Sarkar - Nazariya https://t.co/4IWRRJ9SgK,
0,"""Pakistani Air Force aur Army ke afsaron ke saath nachte hue Abhinandan | Sainikon ne yuddh ke maidan ko mohabbat ki dharti mein tabdil kar diya.",
0,Logon ne dawa kiya hai ki do mukh wale saap ko dhan ka devta Kubera se rishta hota hai. Iske alawa China mein paramparik dabav mein mardangi power badhane ke kaam aata hai. Maanna hai is saap ko khane se AIDS jaisi bimari se mukti mil jaati hai.,
0,"""Sushant case ki jaanch CBI ke bajaye agar UP Police karti to ab tak 'Riya' ke rishtedaar uski 'tehrahi' ka bhoj khaakar apne gharon ko laut chuke hote. 😁😁😁😁""",
0,"""Kisi kaafir ne aapke saath saazish ki hai janab. Bakri lekar bakra thama diya hai janab. 🤣😜😜""",
0,"""Woh sadhu the sahab. Isliye insaaf nahi mila. Cinema wale hote to saari duniya unke liye ladti.""",
0,"Dr. Kafeel ki rihaai, damankari satta ke munh par tamacha...Yogi sarkar par vipaksh ka hamla https://t.co/MXLcV2Jhbx",
0,Aaj maananiya Pradhanmantri Shri @narendramodi ji nayi Rashtriya Shiksha Neeti ke tahat uchch shiksha mein hone wale parivartanakaari sudharon par aayojit sammelan ko sambodhit karenge jisse shikshik jagat ko maananiya Pradhan Mantri ka margdarshan milega.,
0,"""Mumbai ke Mohammad Ali Road mein cab ke virudh mein pradarshan.",
0,"""Lucknow ke pratishtit convent school 10vi ki chatra ne Bhagwan Ganesha par banaye aapattijanak meme, Hinduyon ke prati nafrat se hai bhari padi. Convent mein padhein ya kam standard school mein shuruaat to madarse se hi hoti hai, jahan zyadatar zaahil hi shiksha dete hain.""",
0,Vidhayak Kunwar Pranav Singh Champion ko BJP ne party se barkhast kiya. Tamanchhe par disco wala video viral hone ke baad hui karvayi @abpnewshindi,
0,"""Bharatiya Sena ki Modiji se shikayat:",
0,"Hum nakli sainikon se nahi ladenge. Sale bandook dikhate hi mar jaate hain.. 😅😅😂""",
0,Modi ji ka vikas abhi tak paida hi nahi hua aur nahi hi payega kabhi.,
0,Maulana ka elaan...Masjidon ko khali karwane ka hukm hua to hum maidan mein utar jayenge.,
0,"""@INCMP ke OBC Pradesh Pravakta Manoj Sen ji ne Pradesh Upadhyaksha Sushri @ManeekshaSingh ji ke haathon #AAP ki sadasyata grahan ki. Shubhkaamnayein 💐💐💐 @AapKaGopalRai @PankajSinghAAP https://t.co/ZlvNfqRIqp""",
0,Matlab yuva dalali karte hain lekin kiski? Vo to khud roti ke liye sangharsh kar rahe hain sir.,
0,"""Rashtra aur poshan ka atoot sambandh hai. Report card ki tarz par poshahar card ke liye prayas jaari hai.",
0,"Hamare bachchon ke liye, hamare chatron ko apni kshamata pradarshit karne ke liye uchit poshan ka bahut bada bhoomika hota hai: PM @narendramodi #MannKiBaat""",
0,"""Yogi Ji, abhi phir meri baat kaunsi kala ke thana prabhari Mathura se 3 din pahle ghatna ke baare mein FIR ko lekar hui, jismein ek aadmi ka mauke par hi qatl kar diya gaya tha. Bahut afsos ki baat hai abhi bhi thana prabhari janch ki baat kar raha hai FIR nahi. #NarendraModi #PMOfIndia #YogiAdityanath https://t.co/qtMd8McEnp""",
0,"""NCB ne Rhea se doosre round ki poochtaach shuru ki, aaj shaam tak Rhea ki ho sakti hai giraphtari. #Sushantsinghcase #JusticeForSushant @Aryarpita https://t.co/DIRv3jL3C8""",
0,"""Aapurti shrenkhalaa ke lachilepan par Australia-Bharat-Japan ke mantriyo ki baithak. Mantriyo ne svatantr, nishpaksh, samaaveshi, gair-bhedbhaavpoorn, paardarshi, aur sthir vyapaar tatha nivesh maahol ka samarthan kiya: https://t.co/JBX5t7heQb""",
0,"""Rajkiya samman ke saath hoga poorv rashtrapati Pranab Mukherjee ka antim sanskaar https://t.co/G6mtVAiYLH""",
0,"""Safai karmchariyon ka satkar karein. Inke saath bhedbhaav na karein. Badalkar apna vyavahaar, karein #Corona par vaar. #IndiaFightsCorona https://t.co/0MmYlQotR4""",
0,"""Aapki Jeet: IPL 2020 ka schedule jaari ho gaya hai. BCCI ne 6 September ko tournament ka poora karyakram jaari kar diya hai. Pehla match Mumbai Indians aur Chennai Super Kings ke beech hoga 19 September ko Abu Dhabi mein. #IPL2020 #iplschedule2020 #IPL #CSKvsMI #MIvsCSK @ShaktiBadhal https://t.co/H9IUUohFIu""",
0,"""Delhi ke bazaaron mein sirf bade vyapaaris ya sarkari karmachariyon ki hi bheed khareedari karti hui nazar aayengi.""",
0,"""#10Tak: #LAC par high alert par hai Bharatiya sena! Dekhiye poora show: https://t.co/KclGSCdRbP #India #China #IndiaChinaStandOff https://t.co/jVYxIzxfXm""",
0,"""Bihar mein chunavi saal ke dauran jaari siyasi awaazahi ke beech poorv CM Jitan Ram Manjhi ne NDA ke saath hone ka faisla le liya hai. #Bihar #HindiNews https://t.co/a5RKf2Bf2o""",
0,"""Bollywood film abhineta Naseeruddin Shah ki tabiyat bigdi, aspatal mein bharti, kayi dino se beemar hain.""",
0,"""Is TikTok star ka naam Faisal Sheikh hai. Jis series se Faisal Sheikh debut karne ja rahe hain uska naam 'Bang Bang- The Sound of Crime' hai. Ye web series Alt Balaji aur Zee5 milkar bana rahe hain. Trailer release ho chuka hai. https://t.co/6qcORvseAV""",
0,"""Jab naukri par kaam Hindi ya English mein karna hai to Urdu mein pariksha dene ka kya matlab hai? 🤔 Bhrashtachar - Islamic Study - UPSC""",
0,"""Watch LIVE: Dekhein Prime Time Ravish Kumar ke saath... https://t.co/EBsW5lO1lU #Primetime #RavishKumar https://t.co/THXhzfvybp""",
0,"""Jab tak 2 bachchon walon se tax lekar 12 bachchon walon ko mukt mein rashan bantna band nahi kroge tab tak is desh ka bhala nahi ho sakta.""",
0,"""#Hardoi Uttar Pradesh mein nahi tham rahi masumon ke saath havaniyat, mookabhir bacche se teacher ne kiya duskarman, logon ne aaropi teacher ko pakadkar jamkar peeta, aaropi teacher ko peet-peetkar police ke hawale kiya, dehat kotwali ilaake ka hai poora mamla. @hardoipolice @Uppolice #policemedianews""",
0,"""Ab chup nahi baithna hai bhaiyon. In sarkari dalali media ko bhi sabak sikhana hoga. #17_सितंबर_राष्ट्रीय_बेरोजगार_दिवस""",
0,"""Kendra ne ucchatam nyayalaya ko bataya hai ki viman kampaniyon ne lockdown ke dauran khareede gaye tickets ki poori raashi vapas karengi aur anya samachar #समाचारप्रभात https://t.co/WNeWnYjsrs""",
0,"""Sanghi brand...Gandhi Ji ke putle par goli chalane wali Hindu Mahasabha wali #PoojaShakunPandey ka fuhar nach... Gandhi Ji ke putle par goli chalane wali Hindu Mahasabha wali #PoojaShakunPandey ka fuhar nach.""",
0,Sanghi brand...Gandhi Ji ke putle par goli chalane wali Hindu Mahasabha wali #PoojaShakunPandey ka fuhar nach...,
0,Gandhi Ji ke putle par goli chalane wali Hindu Mahasabha wali #PoojaShakunPandey ka fuhar nach.,
0,madhyapradesh mein ravivaar ko poore #lochkdown ke dauraan 50 hajaar se bhee jyaada korona ke maamale saamane aae,
0,"ek kattar hindoo sher ke ghar mein kutto ko janm lete dekha hai aur inhee kutto ko #kaangres ke talave bhee chaatate dekha hai.""",
1,desh unhen maaph nahin karega..,
0,"yoopee: riport mein khulaasa: haartataik se huee thee poorv vidhaayak nirvendr kee maut; shav par nahin mila chot ka nishaan, bete ne lagaaya hatya ka aarop",
0,"https://t.cho/yafaizphtdch #nirvendramishra @uppolichai @upgovt""",
0,bangaal men hinduu mare hain isalie mujhe koii phark nahiin padataa ravish kumaar,
0,rakshaa mantrii rajnathsingh ne puurv raashṭrapati pranabmukherjee ke nidhan par shok vyakt kiyaa,
1,"bhai dimag ka bhosda mt kr
",
1,tu aand hai kya meri,
1,bhai balatkari hai kya,
1,bhaii kesa chutiyaya krra hai,
1,bhai  teri gand m ungli krrha hau,
1,tu behen hai kya ,
1,tu behen ka loda hai kya,
1,tu dimag ka bhosda na kr,
1,tu kuttte ka bcha hai kya ,
1,teri gand m dnda dldunga ,
1,teri maaa ki behen k lund,
1,chll bsdk gand mraa,
1,tune yr paper chod dia aaj,
1,tune yr aaj paper ki maaa chod di ,
