Foul,Post
1,Fuck you bruh Ima look at your young bitch..
0,@MahNameIsJared be my guest. I want to be a bird I think
1,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm
1,RT @dexfrost23: Lexi swear she a bad bitch
1,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash
1,Chris Paul trash LMFAO
1,Roman on GTA IV is a pussy.
1,"RT @A_YoungPrince: Some pussy be so wet &#128166;&#128167;&#128166;&#128167;you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade"""
1,@Oskzilla niggah you gay!
1,I find a new song I like and play that hoe way more times than I should lol..
1,My bitch Remy stuck in 06 &#128557;
1,RT @NotoriousBM95: @Abel312_ @_WhitePonyJr_ @fallenloki Stick to hockey faggot. You're finished
1,"These hoes out here carrying infections, yaw niggas better rap up w/ dat Latex! Haha"
1,"I can't even find it in me to mock anymore. This is scary. This mass ignorance is terrifying. RT @KateElliottSFF Yes, alas, I agree."
1,For you bitch niggas out there &#128527; http://t.co/6wI3EPalwo
1,@GrizzboAdams @wyattnuckels haha you playin nigga I fuck bitches make money and smoke that straight og kush
1,RT @Stuff4blackppl: Not basic bitches
1,RT @Moniqve_: hoes be mad at you cause your nigga wanted you over her &#128564;
1,@ariennajanee thats why youz a yellow bone &#128155;&#128155;
1,@gmalko1 lmaooo fag
1,RT @iEatLightSkins_: Get a girl with good hair . U don't want a bitch that got nappy ass hair . Yo kids gone end up having bb's nigga &#128514;&#128514;&#128514;&#128514;
1,"RT @Brendaaaa05: I'm in love with mary jane and codine
I don't love these hoes"
1,"I wan do a mixtape... ""pussy an cinnamon rolls"""
1,@QovEm Just played against a Heimer support. Biggest faggot ever. Stupid cheese champion.
1,Dumb bitch https://t.co/We46wO15nI
1,RT @JamezNate: You're a bitch and nobody likes you
1,RT @obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/y1t8CTQn4U
1,"RT @rustymk2: Not. A. Fucking. Charge. Even. As. A. Juvenile. 

If you call #MichaelBrown a thug at this point, just say ""nigger"" cuz it's &#8230;"
1,This game pissing me off including that bitch
1,You still fuckin with a sorry ass nigga that makes you a sorry ass bitch #Mimi #NotSorry
0,"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?"
1,"You a hoe if you ever ""fstow"" after midnight"
1,@OfficialSkaiS kill yourself ugly ass monkey looking shit
1,Them shootas is out at ma grandmama house I ain't been around this bitch ina minute .
1,RT @KarmenKarma: @KimKxxx @Tristan_Berri @YouknowRilynn @AmandaTateXXX about to go out with all these hot bitches! #happybirthdaytome http&#8230;
1,RT @WillyWelfare: Its so damn hot in this bitch
1,&#8220;@cb_marie: Fuck them texts! &#128526; it's a movement. Lmaooo &#8220;@koleworld4: courts texting rubbed off on me &#128514;&#8221;&#8221;she used to be bitch bout it tho &#128553;
1,We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches
1,RT @YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga
1,I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj
1,@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe
1,"Same hoes with they ass out tonight gonna be singing ""Jesus Loves Me"" in the morning"
1,That bitch is hella cranky today. Someone hand her a joint.
1,"Life is a bitch, but every dog has its day"
1,@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha
1,This shit sooooooooooooo trash.
1,Never let a boy make you feel like you're anything less than a bad bitch
1,got your hoe on the scroll
1,"@michigannews13 an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash"
1,If I hit you w/ that shotty bitch I bet that body flip
1,Aye a nicca is tired tho!
1,"to me niggas cheat on they bad bitches bc they think they can get more bad bitches, that one girl will give em a big ass ego"
1,all these hoes so familiar &#128564;&#128564; #JuiceTweet
1,"RT @Neonte: We was wearing shorts about a week ago,week ago.
Grab ya hoodies Cause it's freezing hoe, freezing hoe &#128514;&#128514;&#128514; http://t.co/eC7dT54u&#8230;"
1,"300 bitch we hot, we done took flight !"
1,"RT @versacecum: bitches be like ""&#9749;&#128056;"" but still be in everybody's business"
1,@EJTHR33 You do got alla da hoes..
1,Shut up bitch you beat off to your sister.
1,"""We hate niggers, we hate faggots and we hate spics""-kkk rally"
1,Hazlenut coffee and graham crackers every morning &#128525;&#128588;&#128152;
1,RT @kxngtae: niggas will cheat on a girl then stalk her and call her a hoe for moving on. talking bout she gave up too quick
1,I'm pretty sure I've never sat in the friend zone waiting for pussy. You gotta put your dick on the table and see what happens
1,#California is full of white trash who moved from #Oklahoma
0,RT @WFANTrades: Don't know how you Yankees fans listen to Kay every night. Absolutely brutal. Just nonsensical blah blah blah blah. Radio n&#8230;
1,@CenaSux43 You/ @TheBrianMo brought it up first with the allusion that she's a hoe. @chelsea_elisa @RobertBarber64
1,"If your pussy stink, you aint goin to heaven"
1,Latina bitches only
1,I heard bitches commit sins for Chipotle
1,u that nigga RT @Charmin_Harmon I have no idea how random jiggas be knowing my name at work smh.
1,RT @YAABOIJIMMY: When you hear a hoe talk shit http://t.co/JvX0phe6po
1,@kayliefarmer Its funny and it has that blond bitch on it
1,I swear these hoes *aint got nothing on you * &#9996;&#65039;&#128522;&#128591;
1,Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz
1,@sotoo_dean We were supposed to work together today bitch
1,Late night studio sessions.....bitch I got that work!!!!!!!!brickk.ent. ya bitch...ycg.night life http://t.co/ZRBdumJqu8
0,i made sweet &amp; SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken/shrimp. my back is hurting.
1,RT @LilReese300: Bitches gone do wat bitches do...#300
1,RT @osoplain: Soup is so much better when you have enough crackers to crumble in it to make it into a casserole
1,"RT @craigslistlove: 'Doctor' is available to examine your pussy, testicles and penis as painlessly as possible."
1,@ryancommakerry I'll actually kill that bitch
1,#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme
1,@kittty_jpg @nosfiend215 @SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..
1,"Nah nicca! WTH are my cheese fries?! &#128530; RT @swiper252: @VonshayeB get me one, bring it to the barber sshop at 11 please &#128525;&#128525;&#128536;&#128536;"
1,"RT @GDKElijah: Ladies, if your pussy sounds like this please hit my DMs. I need you for a science project &#128064; https://t.co/XR0HgOld5m"
1,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD
0,"WATCH - WE SALUTE THE VETS &#8211;Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches During Firefight http://t.co/yFucN0Dwzq"
1,These bitches ain't shit I forgot to mention .
1,@BeaMiller dumb bitch stfu
1,&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh
0,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha"
0,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol"
1,RT @jennydigi: @thotpockets &#9995;&#11088;&#65039;bitch
1,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.
0,#WhatImCraving Peanut Butter Oreos &lt;3
1,"Holy fuck. White bitch with ""4 baby daddy"" straight goes ""who uses condoms anyways"" 

Bitch maybe you should so you'd stay outta the clinic!"
1,"""A pussy a day keeps the devil away"" -@DoperThanYola"
1,stupid bitch
1,Asha my bitch doe &#128553;&#128076;
1,@CayMarieee bitch you still subtweets but not replying though &#128514;&#128557;&#128524;
1,@Cuauhtli02 @saucygyro @CoffeeManElliot he called the Kidd a pussy or something
1,My bae said u bitches watch y'all mouth lmao
0,&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.
1,RT @Choochieee_: If I can take your bitch was she ever really yours?
1,"Fuck a nigga feelings, fuck a nigga bitch."
1,RT @bigshaadswerver: Yo this freezing cold shit so Lel n for the birds it crazy
1,ain't trusting no bitch or no nigga... hoe or no sucka
1,"Im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch."
1,@teeritz So six martinis before passing out on the couch after watching Euro-trash into the wee hours. Got it.
1,Who watches wrestling besides little kids and white trash?
1,On westside I'm screamin fuck KD bitch!!
1,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days."
1,RT @ortiz_jaylene: Then I'm a loud outgoing bitch lol
1,Really bitch? No.
1,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address
1,""" is that ya bitch """
0,@Notsosweetpea I like brownies &#128546;
1,RT @PoohSavage: @Thompson_Era cuff her crazy boy you might not ever find another especial not these dirty crew fucking party hoes out here &#8230;
1,I hate when cute ass girls have wack af boyfriends like bitch youre settlling. Quit your settling and be with a real nigga
1,RT @ISLANDBOI_RAMBO: @1stBlocJeremiah that hoe starleasha i heard she give uh nigga good ass education Lmao
1,"Yaz bitch yaz, http://t.co/EOmRMqWNqT"
1,"RT @NiggaHyfenAsian: ""Tat my fucking name on you let em know you love the boy wassup"". I wonder how many bitches made a mistake that year."
1,no need to be a bitch.
1,Japanese teen has her trimmed pussy toyed by a green&#160;vibrator http://t.co/jC8AZqu6nr
1,If you ain't my bro... Your bitch single In My eyes &#128514;&#128170;
1,&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss
1,RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash
0,"It's a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers @pistol_pete96 http://t.co/WHECP5kDci"
0,RT @BigGreek79: Hank Baskett cheated with a tranny and just got a shoutout!
1,"RT @chaserojo: ""boys are dumb! no faith in boys!!"" bitch shut up youre in high school acting like this is going to be the person you marry.&#8230;"
1,But I callin out da race card. Ain't no colored podcasts out dare
1,@JustKarahn bye hoe
1,RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86
1,@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies
1,Females talk down on niccas when I can point out a few females who be on that tip!!
1,Ive never seen this part of pussy town before... lolololol the end of this song thoo....
1,Emoji ass nigguh
1,@alanaaaaaa_ why are you laughing . That's you hoe &#128514;
1,This bitch just texted me out the blue bout want see her butt.
1,My Fantasy reign starts today! Got pussy nigga Los up first lmao...cmon Seattle D cut upppppp!!!
1,RT @POONsoaker: You retarded if you say Birdmsn don't go hard.
1,"Haha niggah @Mig_uel04 gave up , can't keep up with me &#128540; loser !"
1,I know this one hoe on twitter right now that's catfishin shit !!!!!
1,Never give the next bitch an opportunity to prosper off of your name....
0,@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before
1,"Bitches be tambout ""my party""..... no bitch, its everybody party...."
1,I beg to differ on that lip bittin shit. Dis bitch bit my lip nd tried to suck my blood. Aint shit sexy about that
1,Couldn't care less about any bitch &#128079;
1,aint shit pretty but my bitch and my mama .. anyone can get the drama
1,&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle
1,@assholee813 such a hoe
1,@Dougherty06 my apologies... Oh wait it's my fucking birthday bitch &#128521;
1,"RT @HipHopIsDeaddd: My brother want to put on an asshole persona just to get females.That what happens when you let pussy control you, you&#8230;"
1,"RT @Shaa_Jenkins: If I hit ya nigga , bitch I'm sorry &#128520;&#128526;"
1,@Goldee_Locx lmao real shit though them bitches be dumb as fuck smh
1,Chill bitch we ain't in love
1,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back
1,"@MIKEB_IN_THE_D you're still a free world bitch , don't deserve your 313 area code !"
1,http://t.co/bPU86qzYFt Lola Foxx &#8211; Nubile co-ed shows off her pink pussy while she fondles&#160;herself http://t.co/9QJPbdyzTY
1,High thenna bitch that's y I'm tweeting
1,RT @FleeBiscuit: She's a sapiosexual. I had a Jimmy Neutron brain blast. Showed her I'm an intellectual and put the pussy on the chainwax.
0,Cheers young lady RT @shik702 @BmoreHumble foreverrrr younnnnng *grabs flask and chugs*
1,"RT @TheGoodGodAbove: Victoria&#8217;s real secret?
Five nipples and a sideways vagina."
1,"RT @eddiekinggg: I completely lost my mind, if you find it, go ahead and keep it bitch"
1,RT @GorgeousCamry_: I peep a lot of shit and I just laugh cause these hoes some actors !
1,"Another nigga hoe is another nigga problem.
@JoseGuapo been had hits."
1,"""WHAAAAAAT! LMAOOO!!! @Cromotoasted: @creepgoddess that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties"""
1,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates"
1,What a bitch.. #pshh
1,"Ok, night night bitches"
1,"Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches."
0,"RT @firemunky: RIP Tom Foley
RIP Greg Sikorskey
RIP Charlie Anaya
RIP Wells Crowther
RIP Andy Fredericks"
1,&#8220;@popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too&#8221;&#8252;&#65039;&#8252;&#65039;&#8252;&#65039;
1,RT @Lyssaboo_23: You local ass bitch
1,RT @TomOlson8: @1Dittlinger That has redneck written all over it lol. Drunks can use gravity to get down &#128563;
1,"@SideHoeNextDoor with your height, yeah. Chunky bitch"
1,"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes"
0,blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn
0,RT @NewYorkologist: Autographed Photo of Babe Ruth and Lou Gehrig - New York Yankees 1928 | #NYC #NY #NYY http://t.co/mm2niIGP9X
0,"RT @PoisonedKissx3: This white boy reached 999 in flappy bird, im so done with life..."
1,If thats what yall hoes want then fuck it.
1,Spittin Crystal in a bitch face was Larry Johnson's funniest moment in my book. Sue me for having a sense of humor.
0,"hey im not bragging but im like the best at haggling, you know I got that cash, capitalism, ho! #receatter #indiegamepickuplines"
1,*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch
0,"mashed potatoes , string beans , yellow rice , and chicken &#128523;"
0,I ate a monkey. #AndNowIHaveEbola
1,"""You ain't gunna do shit spear chucker"""
1,RT @RipCaps: Damn.. it's hotter than a bitch
1,U bitches still fuccin bush
1,@Fatass_mee pussy
1,I swear females think they know me.... bitch you don't know my intentions you just think you do
1,got a bitch so bad you can't afford to fuck
1,RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356
1,I hate when bitches try to talk shit with chipped nails
1,"RT @WhenEminemSaid: When Eminem said ""Call me a faggot, cause I hate a pussy"" http://t.co/emkB7oSgqD"
1,Real niggas let real bitches cum first &#128540;
0,Other Jihadi news #ISIS executed #Kuwait preacher Redha Lari coz he was..&#8220;too extreme&#8221; &amp; hampered reconciliation with Nusra with his fatwas
1,Everyone up north is getting pregnant I'm glad my bitch ass moved down here
1,&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man
1,"I got a Spanish bitch, her name Nina #paranoid"
1,I'm saying though!! &#128514;&#128514;&#128553;&#128553; RT @___bria: all my panties be vs. ion look like these bitches tho
0,RT @Talkmaster: People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&#8230;
0,RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;
1,If I was a guy I'd definitely dress up as the fuck her right in the pussy guy
1,RT @JaidTaylorLive: No &#9981;&#65039; for you hoes!
1,RT @Foreverandix: &#8220;@Vikyfdez15: @Foreverandix today at 10am&#8221; bitch do your Hw!
1,&#8220;@RileyyBryn: &#8220;@devon_sheaa: I just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;
1,All the redskins act like @DeSeanJackson11 te bitch @DeAngeloHall23 the bitch
0,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
1,this ugly bitch need to get a new name tho you don't look like me you don't have as much followers as me #killyouself zodiac killer bitch
1,Niggas sooooo pussy I swear I don't talk I'm all action
1,Fear the queer https://t.co/GsmmKwz7HC
1,"RT @rbomem: @viva_based broke, no even though Obama is working on it, bitch, no I got something between so no"
0,Steve Calvin Annis cunt http://t.co/8S0cIl5z
1,@YesseSmith I was born yellow
1,"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red""."
1,Im wit yo bitch smokin. Let her keep the mid Imma roll this potent
1,bitches tryna be down but I ain't for that relationship life right now.
0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;
1,"Preparing to be called a ""nigger"" all night.. I mean play COD all night. #AdvancedWarfareDayZERO"
1,"@lauren_kapitan @_Maniac_Mind_ No the fuck u can't dumb bitch, matter of fact go get nigga hoe cuz u not going be shit."
1,This is fucked up lmao #whore #bitch which one are you? #cheaters better go to maaco #dead http://t.co/nQ56ZkPjhj
1,"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller"
1,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow
0,@BarneyFranken @jennykutner @Salon salon is is chuck full of butthurt liberal retards
1,@AmirEldouh @jwheels3 Ali is a hoe for that
0,"&#8220;@_4ever_slim: U look like a cotton picker tho 

RT @KB_Three: About to put in field work &#127944;&#8221; damn dee got all the jokes"
1,@MIKEB_IN_THE_D rams are for fags
1,"RT @HilariousBubble: Scientists recently discovered that bitches, do in fact, be trippin'."
1,Your vaginal walls are inflammed by a fuck nigga that's fucking you and a few other bitches. Cut em as you complete your treatment.
1,All these bitches love Mosa sippin on the coca
1,"Dudes kill me with that ""I wouldn't mess with Khloe Kardashian if she ain't have money"" I've seen the hoes y'all be hitting get real"
1,"RT @mckinley719: ""@wizkhalifa: Pretty bitches rep Taylor Gang"" #Hollah lmfaoo"
0,@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.
1,The way I see it.... you bitches are fake by affiliation ..!
1,"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch."
1,"Khole Kardashian pregnant by French Montana
guess she put in work and popped that pussy lmao"
1,RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags
1,Don't trust a bitch who's nail polish is chipping off.
1,Happy bday @wizkhalifa I love you my nigguh #livingLegend
0,OMG&gt; I was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies.... #Game6 #torturebaseball
1,Cuz if it's trash I'm bashing it at saying he need to go back to jail
1,Only hoes cheat
1,"Brag bout your hoes, you prolly get 0 to no pussy."
1,I'm just matching grams wit my fam bitch
1,Stupid bitches. Fucking skanks. Dumb hoes.
1,@StephanieSchall @Reinhard96 ooo Logan pulling bitches
1,This bitch love me long time i dont know why she wouldnt
1,Cheese bitch chupacabra looking fuxk http://t.co/gWhNZ0JCb1
1,"RT @RealBobbyJay: If a mf really like you&#9786;&#65039;, they'll drop all their hoes&#128108;&#128109;, exes&#9995;&#128530;, &amp; groupies and focus only on you.. &#128107;"
1,RT @ThatBoyACE71: Vonte not tweeting like a bitch finally
1,@Miseducated411: Your mind is free and your soul. satan will present to u in his kingdom the things that mock u. Stay strong in Yahshua...
1,@dmeis72 snag that ho!!!
1,@ILIKECATS74 @bootyacid @sizzurp__ @yoPapi_chulo @brandonernandez because you're the ratchetest of them all bitch
1,@xDSmooth follow back bitch
1,@HeilSidious hmu when you're good to go bitch
1,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
1,My bitch was so loaded last night &#128514;&#128514;&#128514;&#128293;&#128168;&#128079;&#128079;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127932;&#127932;&#127932;&#127881;&#127881;&#127880;&#127873;&#127796;&#9728; @Young_Lifted23
1,bitch get off my twitter hoe &#128074;
1,&#8220;@GFCRich: If Beyonce &amp; Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn't neither&#8221; &#9994;
1,Real niggas speaking bitch u better listen....
1,#THEBOONDOCKS at 10:30 my nicca!
1,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt
1,@iSkypeYourMomz @TrapGod3sss And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches&#8221; like &#128686;&#128686; &#128557;&#128514;&#128557;&#128514;
0,"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;"
1,@maddieevaans u call ur bestie a bitch I'm guessing she's a dog that barks too much
1,"RT @Xicana_Susie: RT @ScruffDaddy_: &#8220;Why that bitch lookin all in the car, u know her!?&#8221; http://t.co/BQiu9q7qjv"
1,"#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy"
0,I hit raw while im listening to papoose
1,@BjwalkinRIVERS bro that hoe live
1,The guys at LA fitness are such fags &#128514;&#128557;
1,that hoe aint there anymore
1,@garrett_winker or one of them bitches just be talking shit but not bout shit
0,"Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] http://t.co/WapBCHhuru"
1,@Kristenbitess is having a birthday so make sure you tell that bitch be happy. &#128526;&#128522; &#127881; &amp; celebrate without drugs &#128683;
1,"OMG , I'm high as a bitch ! &#128514;"
1,When jake from State Farm keep calling yo bitch but yall got progressive http://t.co/dnb0q5phVk
1,RT @JimmyCollinsss: @WesOrrJames all love my nig
1,@brittneycordova don't blame me hoe.... I'm innocent &#128520;
1,RT @FatSlutty_xXx: My ex bitch keep tryna be my next bitch.. when she called me tha other day i told her GIVE IT A REST BITCH
1,tricking off ya paper ain't wat u do... gotta learn the game... make dat hoe buy u!!!!
1,"Ppl really can't handle a girl that's not a ""yes girl"" and says how she feel .. come off as a bitch"
1,RT @UglyGawd: Or fags cause if you post you found him attractive as well RT @JactionJ: Niggas who post trannys to see if a nigga thirsts ov&#8230;
1,"&#8220;@9acino_: Even though Trunks was one of the main characters, Dragon Ball GT was lowkey weak weak&#8221;

Nothing lowkey about it.. Shit was trash"
1,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.
1,When bitches in the library start acting up http://t.co/x1qGfTkB4O
1,&#8220;@Black_Angelo25: First time with 3. Lol http://t.co/mITmFPvVLw&#8221; yuhhhh we hit that hoe!!
1,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Bring it bitch http://t.co/g7Yq2cH9Uk"
1,@ThatBoyAdo fuckin pussy haha
1,Manual labor so trash
1,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet
1,RT @iAmLekan_: Lmaoo nigger is scared &#128540; &#8220;@Damolabond: So results are supposed to be out today Lol lol&#8221;
1,Tired of hoes man
1,Pau a hoe. How u gon play after the trade deadline
1,&#8220;@RegularAssRon: Ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what
1,"when you're stupid, you don't know it. life is so easy. have you ever seen a depressed retard? i envy that."
1,Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh
0,RT @Yankees: #Yankees win! Final score: 7-4.
1,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on."""
1,I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please
1,Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
1,My dog just lifted her leg to pee. She's such a butch bitch.
1,Where's the part where Fat Amy goes err wop wobn wefo? #thingspeoplesay @FatAmyPost
0,ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.
0,I just want vanilla Oreos
1,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler...."
1,RT @divonte_photos: Momma said no pussy cats inside of my dog house.
1,Fuck you niggah I'm cold &amp; my aunts said no more throwing people in so I'm going to take a shower &#128524;
1,@OVOtilUOverDose @flossinlawson11 niggers*
1,@JadeGreenleaf fag
1,Chad Jordan in this bitch.
1,"""Boolin' in the bando wit a few bitches"""
1,"RT @SmokedOutQuille: bitches say ""or nah"" with everything I'm cute &#128129; or nah? chillin wit my bro ; suck his dick or nah? &#127814;&#128069;&#128166; tracks showin o&#8230;"
1,last words to a bitch nigga 'why you lie'
1,@basedgvbe trash
1,@ThatKid_Vicente thanks little bitch &#128526;
1,Bussy RT @MrTriskaideka: Is that avi pussy poppin on a handstand??
1,RT @crownkingz: Fuck these lancaster bitches they all the same
1,She actin b00gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch
1,"RT @BoyGoten: When Waka said, ""Suck My Dragon Balls bitch call me GOKU!"" http://t.co/N7kP7dS198"
1,Hurry up nigga this the last key they dont kno where the fiberglass safe at to get in that bitch you need a glass key!
1,Please &#8220;@oldirtyjesus: shut up hoe &#8220;@MARlSOUL: I'm honestly a nice person&#8221;&#8221;
1,@jonnytooswollen bitch
1,maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH
1,"Jessie Andrews has the best ""girl on girl"" scenes in porn. LOVE the way she makes bitches cum."
1,@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag
1,RT @HilariousSelfie: how ugly bitches take selfies &#128557; http://t.co/SNt2iOmhGr
1,"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back"
1,Famous women be the biggest hoes.
1,RT @mjxcx: Teachers trying to pronounce ghetto names on the 1st day of school.... https://t.co/8CjuAVL3Ct
1,Fukn wit my nicca Luey boi .. Smoking gas .. Jus kickn shit .. #WhereYallAtWitIt
1,@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot
1,@DoItLikeJaye_ - yasss bitch yassss. you deserve it. *Drake voice* &#128514;&#128514;&#9996;&#65039;
1,"Highland BitchK . Them bitches stupid on Bloods , I'd fuck with Deja thoe &#128077;"
1,"@matty_2_fatty fuck you bitch, where's my sleeve"
1,You don't HAVE to say it. You showed yaself. RT @UptownRaised: Bitch nobody said I did now shut the fuck up that fat made you retarded @VofD
1,@thundercurlz yo ugly ass 4 eyes havin ass bitch
1,"@__0utcast___ but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me"
0,RT @MCGetBizzy: Rise of the planet of the apes http://t.co/Ww3xbbUJg7
1,RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
1,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel"
1,"RT @TheRainbowGirlz: I'm not saying she's a slut, but her favorite shade of lipstick is pussy."
1,An if u aint a hoe get up out my trap hoooouusssee!!!!
1,"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;"
1,"Football the only thing I got! no bae I don't got no hoes, they all come and go!! time to just start focusing on something that's real"
0,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8
1,RT @makamj_: bitch nigga qualities is all you can provide. &#128514;
1,"Nigga I got pill poppin bitches in the backkkk, of the Cherokee"
