Foul,Post,language,Unnamed: 2
1.0,aand band gand,hindi,
1.0,RT @xDSmooth: I took yo job bitch @1BookieG,english,
1.0,Lowkey you're still my bitch &#128527;,english,
1.0,RT @EmmGoldLA: Don't be mad at me for telling FACTS be embarrassed at urself for acting like a bitch,english,
1.0,u are Bkl,english,
1.0,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on,english,
1.0,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",english,
1.0,They have a clumsy bird too lol what is life,english,
1.0,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",english,
0.0,Harbhajan Singh aur Suresh Raina jaise diggaj players ki jagah keval mere jaise diggaj players hi le sakte hain. Breaks mein cheerleaders se mast thumke laga kar mahaul ko rangeen bana doonga.,hindi,
1.0,All these bitches know that you're my nigga &#128075;,english,
1.0,&#8220;@bbluedreamm: &#8220;@Pouyalilpou: depressed but I got hoes&#8221; same&#8221;,english,
1.0,"@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes",english,
0.0,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews,english,
1.0,"RT @Hollywoood_ty: RT &#8220;@Hotphillyboi: Lawd Jesus, this can't be real&#128514; http://t.co/zcjlHvSHOZ&#8221;shit to ghetto to be real lol",english,
0.0,14 sitambara se śurū hōne vāle mānasona satra mẽ praśna kāla ko kaiṅsila kīye jāne par bhaḍake tṛṇamūla sāṁsad @derekobrienmp,hindi,
1.0,mickeyblowsyourmind: who wants to be a skype group with a bunch of offensive new york city queer folk Me!... http://t.co/BPgdvs8qD2,english,
1.0,"@Chrisworldpeace So I guess that makes us blacks double niggers, huh?",english,
1.0,I feel like I should be sad and all that pussy shit but I am just so pissed right now idk what I'm feeling.,english,
1.0,directions: let bird chill in sink for 30 minutesme: ok http://t.co/TxU9NMwQha,english,
1.0,"To be clear, I don't think there's any chance Krug leaves for Russia. But it's fun to mock the speculation.",english,
1.0,Maderchod,hindi,
0.0,Vistarvadi aadaton aur corona mahamari ke chalte alag-thalag pada #China ab jo karne ja raha hai vo duniya ke liye chinta ka vishay hai.,hindi,
0.0,"""Patang ke saath hawa mein udte bachchi ka video social media par viral ho raha hai. https://t.co/mIHWv3MkkK""",hindi,
1.0,the craziest hos for no reason on TV hands down are Teirra Marie (however ghetto way she spell it) and Siah's cute ass girl,english,
1.0,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow",english,
1.0,Bad Asian bitch yea she look just like Kemora,english,
0.0,"2. ""11 September ki raat cheeni sena ne dobara LAC par ghuspaith ki. Cheeni sena ne Bharatiya sena ko Black Top Hill se hataane ki koshish ki thi aur is koshish ko Bharatiya sena ne nakam kar diya.""",hindi,
0.0,"Parodies of Jihadi songs - more effective than asinine ""Muslims should condemn"" http://t.co/M6cNV3YsmV #HumorIsAWeapon",english,
1.0,RT @xDSmooth: Free my niggah @1BookieG,english,
1.0,"@Anellesofia I didnt call you a bitch, I just saiddd bitch. #Jeesh",english,
1.0,Slide in that hoe DM's like &#127938;&#127938;&#127938;,english,
1.0,"@NYRKelsMads That pup was like, this bitch is AWESOME! Can I go home with YOU?",english,
1.0,RT @lifewitRy_: where these bitches at &#128555;&#128525;&#128525;&#128525; http://t.co/I8zxwKXk71,english,
1.0,RT @DrugFree_DatzMe: Fuk being on some chill shit . I go 0 to 100 hoes real quick. &#128526;,english,
1.0,"RT @bl0ndeB1tch_: Love really is blind, stupid cunt of a feeling.",english,
1.0,@WyattNuckels @grizzboadams bitch I want it all,english,
0.0,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!,english,
1.0,"first thing to do when you meet a famous star:

sell my hoe",english,
1.0,"RT @_NenaKelly: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;",english,
1.0,"RT @MobileSuitKwamz: Just swing ""@MUHFUGGINJKELLS: ""That's why I fucked yo bitch."" I mean...what can you say back to that?""",english,
1.0,Women can't do something called live life.Apparently that's being a hoe.,english,
1.0,@EmpressTaTa aww man we had a BALL. Small lil affair. Set that bitch out!,english,
1.0,"I hope i trip and fall into some pussy, tunechi",english,
1.0,@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,english,
1.0,Y'all hoes so ugh,english,
1.0,"RT @HugMakeEm: I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck",english,
0.0,"3. ""Corona se peedit hain ya nahi 15 minute mein chalega pata, Swiss pharma company jald pesh karegi COVID test",hindi,
1.0,Have you hugged a wacko-bird today?,english,
1.0,@ItsYOUR_man make me white trash cousin fucker,english,
1.0,londiabaazi mt kr bsdk,hindi,
1.0,"RT @skyereyes_: &#8220;@Feebito_23: Lol this is why I don't fuck with so many bitches&#8221;don't call her a ""bitch""",english,
1.0,RT @woohdakidd_74: &#8220;@Shane_A1: I did use to buy 2 tees n wear both dem bitches at the same time&#8221;lame ass lol,english,
1.0,aja mera peeele na,hindi,
1.0,tu yr mere dimagg ki maa behen krrkhi hai,hindi,
1.0,@FzRodl exception for Gilda Radner that bitch was funny,english,
1.0,Pital ki gand,hindi,
1.0,"Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy",english,
1.0,@iamadamg_ fuckin bitches talkin shit bout to get hit.,english,
0.0,"Yeh Kerala ka Moinuddin hai. Unhone 1989 mein JNU mein pravesh liya. Yadi saal-dar-saal unhone BA, MA, MPhil aur PhD mein dakhila liya, to unhein 2001 mein JNU chhod dena chahiye tha aur kaam karna shuru karna chahiye tha.",hindi,
1.0,"@SicilianInHeels @y3lla lol that's basically like the ""you got too many hoes"" curve",english,
1.0,RT @PoohSavage: @Thompson_Era cuff her crazy boy you might not ever find another especial not these dirty crew fucking party hoes out here &#8230;,english,
1.0,@ShawnIrwin9 good one fag boy.,english,
0.0,"...Jabki Hamirpur mein 1.3 pratishat, Sambhal mein 1.2 pratishat, Hathras mein 0.1 pratishat, Bagpat mein 0.7 pratishat, tatha Mahoba mein 0.8 pratishat sabse kam positivity pai gayi hai: ACS, Chikitsa evam Swasthya, Shri Amit Mohan Prasad ji",hindi,
1.0,hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,english,
0.0,"yoopee: riport mein khulaasa: haartataik se huee thee poorv vidhaayak nirvendr kee maut; shav par nahin mila chot ka nishaan, bete ne lagaaya hatya ka aarop",hindi,
1.0,RT @TheFunnyVines: Crazy bird https://t.co/XuvE34qenH,english,
1.0,"We bout to be the next Chik Fil A, lmao. Couple of fags said we told them if they didn't like their food to get out.
Never happened &#128514;&#128514;&#128514;&#128514;",english,
1.0,Hulk se chude teri maa,hindi,
1.0,"RT @TedOfficialPage: guy: send me a pic of your pussy Girl: ok *sends pic of pussy*guy: HOLY SHIT, WHAT DAFUQ I WANTED TO SEE THE CAT!!!",english,
1.0,&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE,english,
1.0,"&#8220;@_PlayaChris: I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;",english,
1.0,bhai yr iske kitne mote hai,hindi,
1.0,Just had someone under 25 casually ask me what the 'FF' stood for on my car. R u fking serious &#128553; @FooFighters bitch.,english,
1.0,RT @Stuff4blackppl: Not basic bitches,english,
1.0,"We don't love these hoes, I only want one night &#128514;&#128553;&#9996;&#65039; Jayballout #onlywantonenight #312 https://t.co/ooxHCzfGJP",english,
1.0,gaand msti krenge chll,hindi,
0.0,"@tkdfighter 
He gotta be colored",english,
0.0,"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",english,
0.0,RT @michael4h2o: An #Ohio inmate sums up what #LeBronJames' return means for #Cleveland: http://t.co/a68mtZQOeL http://t.co/bMrzFWstVA #Leb&#8230;,english,
1.0,"Ane waale wearable device: Is mahine launch ho sakti hai Xiaomi ki kifayati smartwatch aur sasta fitness band, jaane kimat aur features [Link to Jagran Article] #SmartWatch #FitnessBand #Xiaomi",hindi,
1.0,Manual labor so trash,english,
1.0,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",english,
1.0,"RT @lnsaneTweets: ""You're such a bitch"" 

Me: http://t.co/YuDDsljbQN",english,
1.0,Randue ke lund ka condom,hindi,
1.0,"RT @morganx3blowin: I fucked your bitch , &#128523;&#128527; how you feel?",english,
1.0,RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch,english,
1.0,@JZolly23 @HannahKubiak Everybody knows that bitches love mullets #Pantiedropin,english,
1.0,"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp",english,
0.0,That was not good times! Starting the mickey mouse club soon!,english,
1.0,Just trynna have a bad bitch come thru &#128564;,english,
1.0,Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,english,
1.0,kitna late kraega bsdk,hindi,
1.0,@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,english,
0.0,"""#Azaadi_Ke_Baad desh ke English schools mein pratyaksh apratyaksh roop se chatron ka brain wash karne ki mohim chalayi ja rahi hai. Adhikansh schools mein Hindi mein anupacharik baatcheet karne par, haath mein mehendi lagane jaise vishuddh Bharatiya parampara par dand dene ki vyavastha hai #StopConversionKilling""",hindi,
1.0,"bitches that dont eat meat are likely to develop mental illness
http://t.co/7J0Hm1lP97",english,
1.0,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; http://t.co/ZdWd3l8M,english,
1.0," Make a niggah buy a ring for ya finger &#1042469; , Jimmies for ya feet &#1043353; Jeans for that back &#1041191; lingerie for the... http://t.co/MxwTT9H4nc",english,
1.0,"I really hate being a bitch to people, but at this point I no longer give a fuck",english,
1.0,egg nog taste like what bird doodoo look like,english,
1.0,@HanSolosSon bruh really rocking a toaster on his face lmaoooo he prolly got 0 bitches too man.,english,
0.0,"21. ""Dawa bhejne par America ke chatron ne Bharat ke samman mein yah video banaya hai. 'Lagegi aag toh aayenge ghar kai jat mein, yahan pe sirf hamara makaan thodi hai, Delhi, Bangalore, America Sweden ke baad dekho kya-kya jalta hai, nishane pe akela Hindu thodi hai. Jai Jai Shree Ram! 💐🚩""",hindi,
0.0,Here is the Hinglish version of the provided text:,hindi,
1.0,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.,english,
1.0,@quezada_carlos7. Right these hoes on my dick about u dats how,english,
1.0,"This nigga been all in public with his new young bitch, rubbin it in her face but when she reacts it WW3? She probably ain't even seen Drake",english,
0.0,"Namaste, Bangalore mein har kisi se vinamr nivedan ki aap aaj raat 10 baje ke baad kal subah 5 baje tak apne ghar se bahar na niklein. COVID-19 ko maarne ke liye hawa mein dawa ka chhidkav kiya jayega. Is jankari ko Bangalore mein apne sabhi dosto, rishtedaron aur apne parivaron se share karein... Dhanyavaad!",hindi,
0.0,"Corona cases badhne ke liye Tablighi Jamaat ko jimmedar thaharane wali godi media, kya ab BJP ko Bharatiya Jamaat Party kahengi?",hindi,
1.0,@thereal_2raw He actually good lol don't hoe him. But I mean that's some road to glory shit &gt;Go to Northern Illinois* *Undefeated &amp; Heisman*,english,
1.0,RT @souljaboy: @kmichelle beef? Bitch ur pussy smell like beef &#128169;&#128514;&#128514;&#128514;,english,
1.0,This nigga Magic Johnson got a Grade A faggot for a son &#128514;&#128514;.. He had to have done some terrible shit growin up lol..,english,
1.0,@JohnFaheyIII go eat bear shit you fuckin yokel,english,
1.0,@JStac825 @ThatAngryNigga these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!,english,
1.0,Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch,english,
1.0,"Marijuana, hydro, pussy hoe, ass titties",english,
1.0,one day im like harry styles is so hot the next day is who tf is this faggot,english,
1.0,"RT @HoodBibIe: ""Side hoes get no love"" - Thotology 6:13",english,
1.0,RT @Petahhdagod: bitch http://t.co/GLUuG7qz2p,english,
1.0,"When I be that pussy, I be calling you my Bitch.",english,
1.0,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys called me a jiggaboo,english,
1.0,&#8220;@rihanna: Fuck I look like ho? I look like yes and ya look like no&#8221; http://t.co/OIidXKL32A,english,
0.0,RT @Royals: #Royals win!! KC with a 2-0 blanking of the Yankees to take the series in the Bronx! #BeRoyalKC,english,
1.0,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.,english,
1.0,hawasi h kya bsdk,hindi,
0.0,"Ye vartaman ki satyata hai corona mahamaari ki aad mein bhrashtachar, ang taskari charam par... https://t.co/d84QPyb7BY",hindi,
1.0,RT @The_Race_Draft: Obama ain't playin with these hoes... http://t.co/b6Opj6D25y,english,
0.0,"21. ""Lav-jehad ke maamalon par kab lagegi lagam? Uttar Pradesh ke Prayagraj mein ek aur maamla aaya samne #LoveJihad https://t.co/T3uSeqjeLZ""",hindi,
1.0,@Raul_leura @no_way_hoesaaay lmao that nigga was about to go Beethoven on that bitch &#128514;,english,
1.0,"Bears game today bitches! Not to mention, lean and bud before the train ride lol :) #Goodday",english,
1.0,&#128514;&#128514;&#128514; Nicca gotta team full of worsum hoes,english,
1.0,Yo I'm not a bitch but don't take my order right and I will fucking become one.,english,
0.0,RT @Yankees: #Yankees win! Final score: 7-4.,english,
1.0,RT @ortizjunior_: First I need some pussy tonight &#128525;&#128166;,english,
1.0,"A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib, I'll rather just have hoes.",english,
1.0,I live for two-bite brownies,english,
0.0,@ViVaLa_Ari smh what's wrong wit u ho,english,
0.0,"Exclusive: Kendra ne Madhya Pradesh se kaha - Lockdown mein banta chawal insaan ke layak nahi, janwaron ko khilayein.",hindi,
1.0,tere baap se puch kon hu main ,hindi,
1.0,RT @Mike_Hall32: Schools a bitch,english,
1.0,ain't trusting no bitch or no nigga... hoe or no sucka,english,
1.0,My bitch was so loaded last night &#128514;&#128514;&#128514;&#128293;&#128168;&#128079;&#128079;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127867;&#127932;&#127932;&#127932;&#127881;&#127881;&#127880;&#127873;&#127796;&#9728; @Young_Lifted23,english,
1.0,@Hendrixoxo wtf hoe answer my question,english,
1.0,RT @SSickStory: People need to stop being bitch made.,english,
1.0,Sneaky hoes http://t.co/YPqpMdpfGg,english,
1.0,hinjda h kya bsdk,hindi,
0.0,"Dekhiye pradesh se judi khabron ka lekha-jokha, rozana shaam 6:30 baje sirf Doordarshan Hisar par",hindi,
1.0,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.,english,
1.0," You niggahs actin like hoes , I can sale those ! &#1041204;&#1041204;&#1041636;",english,
1.0,Lil bitch dumb&#128514;&#128514;&#128514;,english,
0.0,"""@Troll_ziddiii @DeepikaSRajawat Kutiya ki dursi se haathi nahi marte, vipaksh ke paas koi zameeni mudda nahi hai, vah sirf jaativad phaila kar apni zameen haasil karna chahta hai, par janta hai ki Yogi ji ke saath khadi hai.""",hindi,
1.0,Only negro to keep adding baby fat as they got older.,english,
1.0,@ZayCoolAF #yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit,english,
1.0,@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;,english,
1.0,@GrizzboAdams @wyattnuckels haha you playin nigga I fuck bitches make money and smoke that straight og kush,english,
1.0,RT @tinatbh: rt if u a broke bitch with expensive taste,english,
1.0,@adamjferraro I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch,english,
0.0,"9. ""Desh ka apmaan nahi sahega Hindustan, Facebook ki ankhi Das ne tirange ka cake banaakar kaata'!""",hindi,
1.0,RT @NFLTalkRT: RT if your team is trash,english,
1.0,I was a made nicca when I was a young nicca,english,
0.0,"""#HeerKhan urf Pari Khan ko jald hi arrest karein kahin vo pregnant na ho jaaye 😬 #JustSoching🤔 #ArrestHeerKhan""",hindi,
1.0,She say her pussy hairy ... I wana see &#128047;&#128064;&#128064;&#128064;&#128064;,english,
1.0,"3. ""Miyan Azam Khan aapne bola tha na madraso mein godse paida nahi hote aur humne bhi kaha tha na miyan madraso mein godse nahi rapist paida hote hain ye lo rapisto ka chota sa source. Madrase mein yaun shoshan, Maulvi girftaar, 52 chatraayen chhudai gayi."" - Miyan Azam Khan, you said that Godse is not born in madrasas, and we also said that, Miyan, in madrasas, Godse is not born, rapists are. Here's a small source of rapists. Sexual assault in madrasas, Maulvi arrested, 52 students molested.",hindi,
0.0,Maulana ka elaan...Masjidon ko khali karwane ka hukm hua to hum maidan mein utar jayenge.,hindi,
0.0,"""Mumbai ke Mohammad Ali Road mein cab ke virudh mein pradarshan.",hindi,
1.0,"Spell my name right, bitch. Then we'll talk",english,
1.0,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .,english,
1.0,&#8220;@JustKarahn: &#8220;@what_iDO: Sit in there and shit dnt sing hoe @JustKarahn&#8221;. no&#8221;yess,english,
1.0,I actually get on with Erin and think she's really nice bit you're so two faced and bitch about her all the time... #nasty,english,
1.0,RT @MichalaSmith4: shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039; @zzachbarness @michealallen72 http://t.co/&#8230;,english,
0.0,"Is shiksha neeti mein Bharatiya bhashaon, kala aur sanskriti ko prathamikta di gayi hai. Isse vidyarthiyon mein srijanatmak kshamata viksit hogi aur Bharatiya bhashaon ki takat aur badhegi. Vividh bhashaon wale hamare desh ki ekta ko akshun banaye rakhne mein isse madad milegi.",hindi,
1.0,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed,english,
1.0,@Thompson_Era so some of Yal bitches need to stock up on jello to fix Yal broke up ass personalities &#128514;,english,
0.0,"""Kendra ne ucchatam nyayalaya ko bataya hai ki viman kampaniyon ne lockdown ke dauran khareede gaye tickets ki poori raashi vapas karengi aur anya samachar #समाचारप्रभात https://t.co/WNeWnYjsrs""",hindi,
1.0,"RT @ThePartyCodes: If my jokes offend you: 

1. I'm sorry 
2. It won't happen again 
3. 1 &amp; 2 are lies 
4. You're a pussy",english,
0.0,"Shaatir apradhi, sharab taskar Golu alias Santosh Yadav aur Chandan Yadav dwara apradh se arjit sampatti ek-ek makan anumanit kimat 1 karod 35 lakh rupaye ko jila magistrate Jaunpur ke aadesh antargat dhara-14(1) Gangster Act ke tahat kurk ki munadi karate hue jabt kiya gaya.
https://t.co/TbjBp8SiTH https://t.co/9PZAB038x3",hindi,
1.0,Why you stressin bout a bitch .,english,
1.0,"Yeah im livin right, these bitches dead wrong",english,
1.0,Like bad kids bitch we reckless.,english,
1.0,RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.,english,
1.0,Well I'm back on the prowl for a bad bitch,english,
1.0,Bhosadpati ke chode,hindi,
0.0,"Ye coronavirus hai, coronvirus ki chhapet vo aayi aur 2 minute mein uski mrityu ho gayi. Ab coronavirus China, Bharat, Malaysia, Singapore mein hai. Sabhi log sawdhan rahein.",hindi,
1.0,@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas,english,
0.0,@AcharyaPramodk hookah peene ki jaanch asthana kar rahi hai jis par bhrashtachar ke aarop lagai thi CBI office mein tala jari gayi thi raat mein drama hui thi Modi ke mitr hone ke karan bach gayi,hindi,
1.0,Damn.. lol *CENSORED* RT @jwill252: Redskins Bitch!!!! Lets fucking go fuck the eagles we bout to burn that bitch down!! HTTR,english,
1.0,You still can't turn a hoe into a house wife !,english,
0.0,"""Aapki Jeet: IPL 2020 ka schedule jaari ho gaya hai. BCCI ne 6 September ko tournament ka poora karyakram jaari kar diya hai. Pehla match Mumbai Indians aur Chennai Super Kings ke beech hoga 19 September ko Abu Dhabi mein. #IPL2020 #iplschedule2020 #IPL #CSKvsMI #MIvsCSK @ShaktiBadhal https://t.co/H9IUUohFIu""",hindi,
0.0,"Darshakon ka data jutakar is tarah hui 'Saath Nibhaana Saathiya 2' ki testing, Devoleena ne jaari kiya teaser #SaathNibhanaSaathiya2 @StarPlus @Devoleena_23 https://t.co/UJXTOMsSMi",hindi,
0.0,&#8220;@KyariesDa4: Ginobli dropping them bitches like a Delta line&#8221;. &#128514;&#128514;&#128553;&#9996;&#65039;,english,
1.0,I just touched down on that pussy,english,
1.0,RT @ccancel14: Miserable bitches talk the most shit &#128514;&#9996;&#65039;,english,
1.0,HBA trash,english,
1.0,RT @ochocinco: If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...,english,
1.0,The homiez bitches like my homiez,english,
1.0,@iKeithDJack your bitch in Houston,english,
0.0,"https://t.co/OpIEOgVhli""",hindi,
0.0,"""Desh mein pratishthit engineering colleges mein pravesh ke liye sanyukt pravesh pariksha - #JEE aaj se shuru ho rahi hai. Desh bhar mein 660 kendron mein aayojit ki jane wali is pravesh pariksha ke liye 9 lakh 58 hazaar pariksharthiyon ne apne naam darj karaye hain.""",hindi,
1.0,Why you gotta be such a hoe smh I ain't captain save a hoe !!,english,
1.0,&#8220;@cb_marie: Fuck them texts! &#128526; it's a movement. Lmaooo &#8220;@koleworld4: courts texting rubbed off on me &#128514;&#8221;&#8221;she used to be bitch bout it tho &#128553;,english,
1.0,Chutad dana,hindi,
1.0,teri gand m dnda dldunga ,hindi,
1.0,kyu dikhaun  bsdk baap h kya tu mera,hindi,
1.0,The heat will make you wanna put hands on a niggah &#128166;&#127386;&#128544;&#128072;,english,
1.0,@BUKPSYCHODRAMA just followed me. On Vice Lord dats rns. I been listening to this nigga since 'Magic.' Almighty on you hoes!,english,
1.0,@AwiLL_2RECKLESS lmao omm you see the bitch tryna act like she ain't feel it ahaha,english,
1.0,"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;",english,
1.0,"That's what I tell my hoes when they ain't throwing the neck RT ""@shibermetimbers: Aint nobody got time for that""",english,
1.0,@Negroizzle @AnastasiaPacana @IHeinz2012 @R3lentlssTr0ll @M_Overture i trusted you queer cakes! wheres the passion? she made me do it dammit,english,
1.0,RT @jcash___: Bradshaw ain't no hoe,english,
1.0,henny cups on all that ice bitch i'm froze up,english,
1.0,@deno_5 @kaitlyninst0ne you're reading you coon,english,
1.0,@Based_Saiyan my grandpa has better comebacks and he's dead you faggot go outside and let go of your little ass dick for a minute,english,
1.0,You gotta block dumb hoes,english,
1.0,@b0ssladyRe go to sleep bitch,english,
1.0,@KILLDion @h_christianne politics isn't twitter coon lol,english,
1.0,"RT @steveersh: I'm a star jones man myself, I love that big bitch",english,
1.0,What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.,english,
1.0,I only fuck with bad bitches I'm stiff,english,
1.0,@WyattNuckels haha bitch,english,
1.0,Or their music is trash,english,
1.0,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny,english,
1.0,"Cuffing is a no no. My ring finger? Stay solo. Why be in a relationship, if you not letting your hoes go?",english,
0.0,"6. ""Kangana ke bare mein dekhe kya bole Sanjay Raut #Video #KanganaRanaut https://t.co/gQzuxx2orh""",hindi,
1.0,@_RenaissanceJay pussy,english,
1.0,Dey gave da wrong nicca money,english,
1.0,@01TakesTheLead no bitch I had to use my whipers!!,english,
1.0,@italian_montana OUUUUUFFFFF you will see pussy,english,
1.0,@rednexican69 sounds like a bad bitch.,english,
1.0,"Uh Cody called me a punk ass bitch and I said, I think you meant to say boss ass bitch but I'll let it go ctfu &#128514;",english,
1.0,ku bhai kya hua baap ne pail diya kya,hindi,
1.0,Really bitch?,english,
0.0,"19. ""#Shahjahanpur aslahé ke bal par auto chalakon se vasooli, SP jila adhyaksh ke saath peedit auto chalak pahuche SSP office, jabran paise vasoolne ki SP ko di shikayat, thekedar par lagaya vasooli ka aarop.""",hindi,
1.0,Only hoes cheat,english,
1.0,what to do when your ear hurts like a bitch?,english,
1.0,"Im just a young niggah out here chasing ins, til im in the driver seat of my benz",english,
0.0,"Lalu Yadav ki manmaani ka jail IG ke patra ne kiya khulaasa, NDA ne gupt meeting par uthaaye sawaal Report: @kumarprakash4u #LaluYadav #Ranchi https://t.co/mqLzJHr1qc",hindi,
1.0,When a niggah think he gon come in-between me and my bestf &#128514;&#128514;&#128514;&#128514; I'll fuck you and her up &#128514;&#128076;,english,
1.0,choti chuchi wali behen ki],hindi,
0.0,"""Desh mein #Corona sankraman ke graph mein sabse upar Maharashtra, IMA ne kaha - logon mein dar aur hospital, dawa, testing aur oxygen ki kami se samasya https://t.co/AUNbJmwB2q""",hindi,
0.0,"3. Mere poorvaj Muslim the, main musalman hoon।",hindi,
1.0,RT @DFcuknAwesum: Kirk ain't nothing but a bitch #Love&amp;HipHop,english,
1.0,He was talking about I'm on one lol. How was that even possible when I was on a cruise ship with no phone service negro?,english,
1.0,chlll tere maa kii bhgggg,hindi,
1.0,chll lund leele mera bsdk,hindi,
1.0,I'll be damned if a nigga wife a hood hoe..,english,
1.0,"RT @ryannotsheckler: ""That shit can break you down if you lose a good girl, I guess you need a bad bitch to come around and make it up""",english,
0.0,"Yahi naseehat agar aap Nasiruddin Shah, Munawwar Rana, Aamir Khan, Javed Akhtar ko dete toh humein bahut khushi hoti""",hindi,
1.0,"RT @JETzLyfe412: Started off wit nuttin I was hungry, now I got a couple niggas bitches who want me",english,
1.0,&#8220;@koleworld4: my name is stefanie ... &#128075;&#128075;&#128075;&#128075; stefanie&#128514;&#128540;&#8221;fuck u hoe &#128553;&#128530;&#128514;,english,
1.0,If you sweat pussy it's somethin new to you..,english,
1.0,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,english,
1.0,Tatti ke tiile,hindi,
0.0,"12. ""7 September, 20 se metro rail ko charanbaddh tareeke se chalaya jayega. 21 September, 2020 se samast samajik, akademic, khel, manoranjan, sanskritik, dharmik,",hindi,
0.0,"""Sushant Singh Rajput mamale mein CBI sachchai saamne lekar aayegi: Rajneetik vishleshak Vishal Mishra ne rajneetik vishleshak Vinod Singh se kaha.",hindi,
1.0,RT @wrongwaybennett: Only Southerners know the difference between redneck and white trash.,english,
0.0,"RT @SimplyPerfectt_: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst.",english,
1.0,"""@INCIndia haramkhoro chor tha. Satta ka lalchi bhi tha. Iske saamne Sardar Vallabhbhai Patel bhumat se jeete thi. Isne Gandhi ko bolke khud PM ban gaya. Nalla saala 😡""",hindi,
1.0,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",english,
1.0,"Wayne went ape shit on tht ""Krazy""",english,
1.0,bitches be half naked in their avi's talking about I don't send nudes,english,
1.0,"RT @RealTimeWWII: 6000 people/day now being deported from Warsaw ghetto, packed into cattle cars for rail trip to Treblinka death camp. htt&#8230;",english,
1.0,RT @TRAPMAMA: @_BoobieJohnson so i could catch a round with half these pussies out here,english,
0.0,RT @MCGetBizzy: Rise of the planet of the apes http://t.co/Ww3xbbUJg7,english,
1.0,@JRise88 ill fuck you til you love me faggot,english,
